,movieId,viewers,recommand,v_check,wilson_lb
38974,160054,3,0,3,0.0
22376,160056,6,1,6,0.1665280591343614
48484,160058,1,1,1,0.9999998615811622
39362,160064,5,2,5,0.3998177488663529
39333,160066,3,3,3,0.9999998615811622
48813,160068,426,225,426,0.5279832822255065
48801,160072,1,0,1,0.0
48827,160078,4,2,4,0.4998139765888565
3530,160080,256,80,256,0.3123275776340434
48747,160082,1,0,1,0.0
17388,160084,6,0,6,0.0
31017,160086,2,0,2,0.0
48685,160088,1,0,1,0.0
39387,160090,3,1,3,0.33315797184765045
35793,160092,2,0,2,0.0
48943,160096,2,2,2,0.9999998615811622
38996,160098,1,0,1,0.0
30130,160100,6,1,6,0.1665280591343614
48961,160102,16,4,16,0.2498389336012441
48954,160104,3,1,3,0.33315797184765045
30060,160106,1,0,1,0.0
22383,160110,1,0,1,0.0
9781,160112,1,0,1,0.0
18309,160114,2,0,2,0.0
48986,160116,2,0,2,0.0
48980,160118,1,0,1,0.0
39052,160120,5,3,5,0.5998177211825851
39006,160122,10,3,10,0.2998295344090003
22398,160124,6,2,6,0.33315797184765045
30156,160126,6,1,6,0.1665280591343614
27848,160128,2,0,2,0.0
33046,160131,2,1,2,0.4998139765888565
39081,160133,4,2,4,0.4998139765888565
48646,160135,1,1,1,0.9999998615811622
39085,160137,7,4,7,0.5712444461129617
21526,160139,6,1,6,0.1665280591343614
39123,160141,1,0,1,0.0
25767,160145,38,5,38,0.13145323446074758
26613,160147,8,1,8,0.1248770089751351
14576,160149,18,3,18,0.1665280591343614
33038,160151,1,0,1,0.0
35969,160153,5,4,5,0.7998511397396404
27845,160155,2,1,2,0.4998139765888565
48515,160157,6,1,6,0.1665280591343614
26612,160159,9,2,9,0.22206758602924984
20381,160161,28,5,28,0.1784289817104397
39118,160165,1,0,1,0.0
35960,160167,6,1,6,0.1665280591343614
27836,160169,1,0,1,0.0
35963,160171,6,0,6,0.0
35967,160173,4,2,4,0.4998139765888565
33115,160175,1,0,1,0.0
38208,160177,5,1,5,0.1998512227909431
36013,160179,1,0,1,0.0
33183,160181,15,8,15,0.5331477191538699
33185,160183,2,2,2,0.9999998615811622
35955,160185,2,0,2,0.0
16808,160187,3,0,3,0.0
39107,160189,2,1,2,0.4998139765888565
22933,160191,49,10,49,0.20393172797477785
35804,160197,2,0,2,0.0
35808,160199,2,0,2,0.0
15345,160201,8,0,8,0.0
26629,160203,3,1,3,0.33315797184765045
29855,160205,1,0,1,0.0
26646,160207,2,0,2,0.0
15507,160209,6,1,6,0.1665280591343614
39129,160213,8,3,8,0.3748199009081829
39133,160215,4,1,4,0.2498389336012441
25791,160217,2,0,2,0.0
29791,160219,2,0,2,0.0
48339,160221,3,0,3,0.0
39146,160223,4,1,4,0.2498389336012441
35979,160225,243,165,243,0.6788386285852404
35982,160227,12,4,12,0.33315797184765045
48615,160229,1,0,1,0.0
39181,160231,1,0,1,0.0
48606,160233,5,2,5,0.3998177488663529
18879,160236,6,1,6,0.1665280591343614
35889,160238,2,0,2,0.0
39159,160240,1,0,1,0.0
49677,160259,1,1,1,0.9999998615811622
35954,160265,4,0,4,0.0
37619,160267,3,0,3,0.0
37622,160269,2,0,2,0.0
3997,160271,1659,729,1659,0.4392366935048259
33150,160273,2,1,2,0.4998139765888565
49553,160275,1,0,1,0.0
37779,160277,1,0,1,0.0
28975,160279,21,8,21,0.38077172371512824
35915,160281,3,1,3,0.33315797184765045
49574,160283,1,0,1,0.0
37788,160285,4,1,4,0.2498389336012441
37791,160287,1,0,1,0.0
5947,160289,128,43,128,0.3357617986107766
21111,160291,2,0,2,0.0
49601,160293,24,4,24,0.1665280591343614
49618,160295,1,0,1,0.0
33147,160297,1,0,1,0.0
37797,160299,3,1,3,0.33315797184765045
14711,160301,3,0,3,0.0
37769,160303,6,1,6,0.1665280591343614
49113,160305,2,1,2,0.4998139765888565
49135,160307,1,0,1,0.0
29148,160315,1,0,1,0.0
16351,160317,14,5,14,0.35696460791899887
21767,160319,4,0,4,0.0
37668,160321,1,0,1,0.0
49507,160323,46,1,46,0.02168494081304967
49500,160325,2,1,2,0.4998139765888565
33200,160327,7,2,7,0.28554624175075455
49531,160329,2,1,2,0.4998139765888565
49522,160331,1,0,1,0.0
20389,160333,3,0,3,0.0
17966,160335,213,105,213,0.4927717424944656
30576,160337,39,6,39,0.15371196680730442
37683,160339,2,1,2,0.4998139765888565
37685,160341,5,1,5,0.1998512227909431
37691,160346,4,4,4,0.9999998615811622
36006,160348,4,2,4,0.4998139765888565
49390,160350,10,6,10,0.5998177211825851
49411,160352,1,1,1,0.9999998615811622
49428,160354,2,0,2,0.0
49445,160356,7,0,7,0.0
49437,160358,1,0,1,0.0
27793,160360,9,3,9,0.33315797184765045
49376,160366,1,1,1,0.9999998615811622
37631,160370,3,0,3,0.0
37573,160378,3,0,3,0.0
33142,160380,6,1,6,0.1665280591343614
49414,160382,1,0,1,0.0
49354,160388,4,1,4,0.2498389336012441
49347,160392,1,0,1,0.0
25720,160394,1,0,1,0.0
37424,160396,4,0,4,0.0
28349,160398,64,38,64,0.5935672628107067
11025,160400,26,13,26,0.4998139765888565
26467,160402,2,0,2,0.0
49223,160404,2,1,2,0.4998139765888565
49216,160406,2,1,2,0.4998139765888565
29632,160408,2,1,2,0.4998139765888565
49335,160410,5,1,5,0.1998512227909431
37531,160412,2,1,2,0.4998139765888565
49325,160414,6,1,6,0.1665280591343614
18241,160416,835,160,835,0.19147038152748116
32822,160418,4,1,4,0.2498389336012441
25782,160420,7,2,7,0.28554624175075455
29317,160422,1,0,1,0.0
37552,160424,6,2,6,0.33315797184765045
22265,160426,9,4,9,0.4442595805818986
23007,160428,5,3,5,0.5998177211825851
32828,160430,2,0,2,0.0
21065,160432,10,4,10,0.3998177488663529
32974,160434,2,1,2,0.4998139765888565
18579,160436,7,1,7,0.14272700301519542
2837,160438,1788,978,1788,0.5467946588255005
49252,160440,1,1,1,0.9999998615811622
49247,160442,1,0,1,0.0
49239,160444,1,0,1,0.0
35599,160446,2,0,2,0.0
37714,160448,1,0,1,0.0
49181,160450,2,1,2,0.4998139765888565
35921,160452,5,3,5,0.5998177211825851
23159,160454,51,3,51,0.058736050028825884
29108,160456,2,0,2,0.0
35897,160458,1,0,1,0.0
29087,160460,1,0,1,0.0
32847,160462,9,0,9,0.0
29576,160464,2,0,2,0.0
49035,160466,2,1,2,0.4998139765888565
49049,160468,1,0,1,0.0
26457,160470,1,1,1,0.9999998615811622
37705,160472,2,0,2,0.0
18575,160474,17,3,17,0.1763288013059125
49153,160476,1,0,1,0.0
49061,160480,2,1,2,0.4998139765888565
32876,160484,10,1,10,0.09988844130711626
37751,160486,3,0,3,0.0
37757,160492,5,2,5,0.3998177488663529
35944,160494,3,0,3,0.0
37434,160504,7,2,7,0.28554624175075455
35932,160506,8,2,8,0.2498389336012441
49073,160508,2,1,2,0.4998139765888565
32870,160511,1313,685,1313,0.5215201657127917
35625,160515,86,40,86,0.46493071377349016
32986,160519,37,16,37,0.4322481247334467
38176,160525,1,0,1,0.0
35633,160527,13,9,13,0.6921359517686433
38125,160529,3,0,3,0.0
29348,160531,4,1,4,0.2498389336012441
19405,160533,1,1,1,0.9999998615811622
53190,160535,1,0,1,0.0
53151,160543,1,0,1,0.0
32943,160545,2,0,2,0.0
53033,160547,1,1,1,0.9999998615811622
35577,160549,1,0,1,0.0
35578,160551,2,0,2,0.0
13432,160553,4,0,4,0.0
17692,160555,1,1,1,0.9999998615811622
26424,160557,4,1,4,0.2498389336012441
12646,160559,18,3,18,0.1665280591343614
38159,160561,3,0,3,0.0
4734,160563,86,25,86,0.29052876277278505
5831,160565,57,16,57,0.28053460845574407
5551,160567,838,408,838,0.48668755087551985
6348,160569,254,116,254,0.4565075950579258
5775,160571,697,260,697,0.3728473519678725
7175,160573,172,90,172,0.5230699886473713
25563,160575,1,0,1,0.0
37504,160577,14,4,14,0.28554624175075455
37493,160579,5,4,5,0.7998511397396404
14204,160581,34,6,34,0.1763288013059125
52947,160584,1,0,1,0.0
21743,160586,7,0,7,0.0
32971,160588,177,77,177,0.43484381138767086
18260,160590,181,128,181,0.7070129898178718
52996,160596,7,2,7,0.28554624175075455
24198,160598,4,2,4,0.4998139765888565
52981,160600,1,0,1,0.0
37498,160602,5,0,5,0.0
32962,160604,1,1,1,0.9999998615811622
21052,160608,1,0,1,0.0
52856,160614,1,1,1,0.9999998615811622
52902,160624,4,0,4,0.0
28330,160638,32,19,32,0.5935672628107067
52582,160642,1,0,1,0.0
11404,160644,94,46,94,0.48917572229961453
15699,160646,9,5,9,0.5553706763131389
18926,160648,70,35,70,0.4998139765888565
24272,160650,1,0,1,0.0
29229,160652,6,3,6,0.4998139765888565
52500,160654,53,33,53,0.6224611517794405
10305,160656,26,9,26,0.3459768687924674
52785,160658,1,0,1,0.0
38305,160660,2,0,2,0.0
52670,160662,1,0,1,0.0
38346,160664,2,0,2,0.0
21545,160666,3,0,3,0.0
52547,160668,2,1,2,0.4998139765888565
52562,160670,2,0,2,0.0
38244,160672,3,0,3,0.0
14574,160674,47,11,47,0.23388506578190382
18030,160678,9,3,9,0.33315797184765045
29194,160680,1,0,1,0.0
29200,160682,5,1,5,0.1998512227909431
11328,160684,4724,2452,4724,0.5188657601840078
38264,160686,3,1,3,0.33315797184765045
38300,160688,4,1,4,0.2498389336012441
52694,160690,1,1,1,0.9999998615811622
52781,160692,2,1,2,0.4998139765888565
28077,160694,22,1,22,0.0453771114046041
52813,160696,13,1,13,0.07682399639082814
33469,160698,59,5,59,0.0846422040205165
18432,160700,94,20,94,0.2126137320190369
38243,160702,1,0,1,0.0
21887,160706,11,2,11,0.18167472940053078
32932,160708,2,2,2,0.9999998615811622
12941,160710,76,44,76,0.5787636675688564
38151,160712,3,0,3,0.0
38155,160716,12,0,12,0.0
3452,160718,18,3,18,0.1665280591343614
29419,160720,39,12,39,0.3075206203912732
26434,160722,2,0,2,0.0
52599,160724,1,0,1,0.0
16614,160726,3,1,3,0.33315797184765045
52590,160728,1,0,1,0.0
19253,160730,7,2,7,0.28554624175075455
35533,160732,1,0,1,0.0
35534,160734,1,0,1,0.0
52641,160736,1,1,1,0.9999998615811622
38320,160738,2,0,2,0.0
29433,160744,4,0,4,0.0
52659,160746,2,2,2,0.9999998615811622
38341,160754,4,2,4,0.4998139765888565
52529,160756,1,1,1,0.9999998615811622
33456,160764,2,2,2,0.9999998615811622
52647,160766,1,0,1,0.0
28060,160768,215,142,215,0.6602889107656383
26520,160770,3,1,3,0.33315797184765045
53572,160776,1,0,1,0.0
37950,160780,6,4,6,0.6664912590413711
53690,160782,1,0,1,0.0
53612,160788,1,1,1,0.9999998615811622
53561,160792,1,0,1,0.0
37899,160794,13,8,13,0.6152035970502518
21198,160796,7,4,7,0.5712444461129617
37937,160798,5,4,5,0.7998511397396404
37883,160800,7,0,7,0.0
53605,160802,1,0,1,0.0
53600,160804,2,1,2,0.4998139765888565
37846,160810,1,0,1,0.0
37833,160812,3,1,3,0.33315797184765045
53873,160816,1,0,1,0.0
37880,160822,21,3,21,0.14272700301519542
37881,160824,22,4,22,0.18167472940053078
35709,160826,5,3,5,0.5998177211825851
35711,160828,12,5,12,0.41648325664423236
33380,160830,2,1,2,0.4998139765888565
38285,160832,2,0,2,0.0
28069,160836,1,0,1,0.0
38287,160838,1,0,1,0.0
52711,160840,1,1,1,0.9999998615811622
52708,160842,1,1,1,0.9999998615811622
33396,160844,2,0,2,0.0
33485,160846,50,24,50,0.4798141282355168
8095,160848,82,24,82,0.292513676414304
52720,160850,12,4,12,0.33315797184765045
37928,160852,1,0,1,0.0
52739,160854,1,0,1,0.0
28064,160858,7,4,7,0.5712444461129617
20075,160860,2,0,2,0.0
20884,160862,62,21,62,0.33853362077491495
53671,160864,1,1,1,0.9999998615811622
35639,160866,2,0,2,0.0
53634,160868,2,0,2,0.0
18441,160872,1,1,1,0.9999998615811622
13177,160874,2,1,2,0.4998139765888565
13478,160876,36,12,36,0.33315797184765045
35554,160878,9,5,9,0.5553706763131389
17997,160880,18,4,18,0.22206758602924984
21669,160882,66,15,66,0.22711685128155526
37960,160884,4,3,4,0.7498388643918251
28088,160886,5,1,5,0.1998512227909431
53708,160888,1,1,1,0.9999998615811622
35731,160890,1,1,1,0.9999998615811622
20489,160892,1,0,1,0.0
35657,160894,1,0,1,0.0
22020,160896,1,0,1,0.0
21995,160898,46,16,46,0.34764890937812376
53308,160910,17,5,17,0.29394815424304466
53340,160912,2,1,2,0.4998139765888565
53348,160918,1,0,1,0.0
53293,160926,11,4,11,0.36345741098923845
53205,160934,3,0,3,0.0
37970,160938,2,0,2,0.0
53219,160940,1,0,1,0.0
37978,160942,2,0,2,0.0
35663,160946,9,6,9,0.6664912590413711
29537,160948,8,1,8,0.1248770089751351
53269,160950,1,1,1,0.9999998615811622
21230,160952,4,2,4,0.4998139765888565
4273,160954,10190,1949,10190,0.19111966447939485
22733,160956,49,19,49,0.38757384214556717
53209,160958,2,0,2,0.0
25591,160962,11,0,11,0.0
22912,160964,1138,572,1138,0.502450182675972
53861,160966,1,0,1,0.0
53854,160968,1,0,1,0.0
53850,160970,1,0,1,0.0
53883,160972,1,1,1,0.9999998615811622
53878,160974,1,0,1,0.0
29637,160976,80,28,80,0.34982256573734005
25587,160978,3,1,3,0.33315797184765045
2984,160980,3991,1798,3991,0.4503285525109719
17455,160982,233,143,233,0.6135527429167542
22896,160984,1,0,1,0.0
25590,160986,7,1,7,0.14272700301519542
12882,160988,161,16,161,0.0992676321602348
11630,160990,258,111,258,0.4300483642232604
20316,160992,136,83,136,0.6101126612788125
35748,161008,14,3,14,0.2141330933803973
53775,161010,1,1,1,0.9999998615811622
28161,161012,1,0,1,0.0
38080,161014,1,0,1,0.0
38082,161016,2,0,2,0.0
35751,161018,7,3,7,0.4283873230299386
53800,161020,1,0,1,0.0
24506,161022,1,0,1,0.0
10881,161024,2464,723,2464,0.2932559485765279
35686,161026,7,0,7,0.0
32157,161028,3,0,3,0.0
40895,161030,58,10,58,0.17227330158712176
14469,161032,11,2,11,0.18167472940053078
13397,161034,22,12,22,0.5452692860381144
40893,161036,1,0,1,0.0
51573,161038,1,0,1,0.0
35680,161040,2,0,2,0.0
27251,161042,1,0,1,0.0
28922,161044,1,0,1,0.0
25496,161046,9,3,9,0.33315797184765045
40882,161048,3,0,3,0.0
35683,161050,4,2,4,0.4998139765888565
51589,161052,2,0,2,0.0
51606,161054,1,0,1,0.0
51534,161056,1,1,1,0.9999998615811622
35676,161058,1,0,1,0.0
18251,161060,59,6,59,0.10158252045441098
15162,161062,23,4,23,0.17377206995538766
41049,161064,2,0,2,0.0
24657,161066,34,19,34,0.5586387897030306
26843,161068,1,1,1,0.9999998615811622
35679,161070,1,0,1,0.0
32171,161072,3,0,3,0.0
23753,161074,1,0,1,0.0
41103,161076,9,2,9,0.22206758602924984
17713,161078,198,43,198,0.21701835379826234
41113,161080,2,0,2,0.0
51512,161082,1,0,1,0.0
25493,161084,1826,564,1826,0.30869998138144783
28913,161086,1,0,1,0.0
40941,161090,2,0,2,0.0
33279,161092,1,1,1,0.9999998615811622
28111,161094,2,0,2,0.0
28115,161096,4,0,4,0.0
35660,161098,1,0,1,0.0
33293,161100,1,0,1,0.0
22155,161105,6,0,6,0.0
33425,161107,2,0,2,0.0
28122,161109,5,0,5,0.0
22286,161111,7995,4269,7995,0.5337731256293271
35652,161113,2,0,2,0.0
26825,161115,3,1,3,0.33315797184765045
26824,161117,17,7,17,0.4115816141517216
35654,161119,1,1,1,0.9999998615811622
35673,161121,6,2,6,0.33315797184765045
35671,161123,4,3,4,0.7498388643918251
5953,161127,278,161,278,0.5789530010458007
53407,161129,1,0,1,0.0
3608,161131,8269,2662,8269,0.3217514620080764
53393,161133,1,0,1,0.0
40945,161135,2,0,2,0.0
51575,161139,1,0,1,0.0
51568,161141,1,1,1,0.9999998615811622
24519,161143,1,0,1,0.0
40854,161145,3,1,3,0.33315797184765045
40844,161147,1,0,1,0.0
35699,161149,2,1,2,0.4998139765888565
35701,161151,4,2,4,0.4998139765888565
51205,161153,1,0,1,0.0
32118,161155,1,0,1,0.0
20590,161157,2,1,2,0.4998139765888565
32121,161159,55,7,55,0.12714878374718275
41019,161161,1707,1035,1707,0.606145105949659
27225,161163,2,0,2,0.0
34379,161165,1,0,1,0.0
51223,161167,1,0,1,0.0
25531,161169,64,43,64,0.6717002888399305
22915,161171,1,1,1,0.9999998615811622
19245,161173,4,1,4,0.2498389336012441
22378,161175,473,209,473,0.4416757116272002
26803,161177,1,1,1,0.9999998615811622
19244,161179,669,209,669,0.3122341686918142
40666,161181,2,0,2,0.0
51143,161185,1,0,1,0.0
34364,161187,1,1,1,0.9999998615811622
27226,161190,1,0,1,0.0
29135,161192,1,0,1,0.0
40639,161194,1,0,1,0.0
51245,161198,1,0,1,0.0
27323,161200,1,0,1,0.0
26807,161202,3,2,3,0.6664912590413711
27330,161204,4,1,4,0.2498389336012441
27335,161206,2,0,2,0.0
40700,161208,7,0,7,0.0
40669,161210,1,1,1,0.9999998615811622
40650,161214,1,0,1,0.0
34343,161216,3,1,3,0.33315797184765045
41009,161218,2,0,2,0.0
41082,161222,203,32,203,0.15749994192480346
51733,161224,2,0,2,0.0
51726,161226,2,0,2,0.0
51722,161230,8,6,8,0.7498388643918251
51651,161232,1,0,1,0.0
15202,161240,17,2,17,0.1175272420678634
51639,161250,2,1,2,0.4998139765888565
51630,161256,1,1,1,0.9999998615811622
51668,161258,1,0,1,0.0
34338,161262,7,0,7,0.0
51627,161264,1,0,1,0.0
41035,161266,16,3,16,0.1873548287706637
51673,161270,2,0,2,0.0
34360,161274,21,10,21,0.47600466710558687
34329,161276,2,0,2,0.0
51671,161278,2,0,2,0.0
51322,161280,1,1,1,0.9999998615811622
34324,161282,1,0,1,0.0
26886,161286,2,1,2,0.4998139765888565
32223,161288,1,0,1,0.0
26822,161290,7,0,7,0.0
20570,161292,5,2,5,0.3998177488663529
28990,161294,3,1,3,0.33315797184765045
51799,161296,1,0,1,0.0
27318,161298,6,1,6,0.1665280591343614
34317,161300,1,1,1,0.9999998615811622
22259,161302,6,2,6,0.33315797184765045
25687,161304,9,4,9,0.4442595805818986
34320,161306,1,0,1,0.0
40789,161308,4,1,4,0.2498389336012441
40795,161310,1,0,1,0.0
17837,161312,4,2,4,0.4998139765888565
52238,161316,1,1,1,0.9999998615811622
52274,161320,1,0,1,0.0
52272,161322,1,0,1,0.0
34315,161324,3,1,3,0.33315797184765045
27316,161326,18,1,18,0.05547039547805857
20212,161328,28,6,28,0.2141330933803973
34307,161330,17,2,17,0.1175272420678634
31919,161332,44,7,44,0.15895487611290257
16540,161334,1,0,1,0.0
19805,161336,2,0,2,0.0
31925,161338,5,2,5,0.3998177488663529
52255,161340,2,1,2,0.4998139765888565
32227,161342,4,2,4,0.4998139765888565
40591,161344,2,1,2,0.4998139765888565
19247,161346,1,0,1,0.0
10465,161348,30,15,30,0.4998139765888565
7180,161354,22,2,22,0.09080219157865717
51181,161356,1,0,1,0.0
34289,161358,2,0,2,0.0
32252,161360,5,0,5,0.0
32254,161362,1,0,1,0.0
29062,161364,5,3,5,0.5998177211825851
51404,161368,3,2,3,0.6664912590413711
51393,161374,2,1,2,0.4998139765888565
51438,161378,1,0,1,0.0
51364,161392,1,0,1,0.0
51301,161394,4,0,4,0.0
40617,161396,14,4,14,0.28554624175075455
40621,161398,3,1,3,0.33315797184765045
51418,161402,3,1,3,0.33315797184765045
51412,161404,1,0,1,0.0
40628,161406,1,0,1,0.0
52479,161422,1,0,1,0.0
30490,161426,1,0,1,0.0
52390,161440,1,0,1,0.0
34506,161444,11,0,11,0.0
52398,161446,1,0,1,0.0
52394,161448,2,0,2,0.0
41504,161450,2,1,2,0.4998139765888565
51921,161458,1,0,1,0.0
52148,161466,1,1,1,0.9999998615811622
52377,161468,3,0,3,0.0
52373,161470,1,0,1,0.0
25676,161474,1,0,1,0.0
52173,161482,1,0,1,0.0
40724,161484,2,2,2,0.9999998615811622
52290,161486,1,0,1,0.0
25673,161490,15,4,15,0.2665021736660294
40770,161492,2,0,2,0.0
40717,161500,7,2,7,0.28554624175075455
40715,161502,22,10,22,0.4543602077125543
30536,161504,4,2,4,0.4998139765888565
40747,161508,1,0,1,0.0
52205,161512,1,0,1,0.0
52199,161514,1,0,1,0.0
52417,161526,1,0,1,0.0
34472,161530,10,0,10,0.0
52069,161536,2,0,2,0.0
52065,161538,1,0,1,0.0
30379,161544,10,6,10,0.5998177211825851
52062,161550,3,1,3,0.33315797184765045
52146,161554,6,2,6,0.33315797184765045
52139,161556,4,0,4,0.0
52132,161558,1,0,1,0.0
52077,161564,1,1,1,0.9999998615811622
52060,161572,1,0,1,0.0
30360,161578,1,0,1,0.0
4815,161580,24,5,24,0.20818227937245617
2613,161582,31,7,31,0.22565093220808954
13813,161584,11,3,11,0.2725616087512901
13556,161586,4748,3282,4748,0.6910665105658669
18628,161588,34,18,34,0.5292260593422545
26876,161590,13115,8322,13115,0.63436142133841
26875,161592,1116,103,1116,0.09218627785068897
11850,161594,89,25,89,0.28073169467450665
25703,161596,12,3,12,0.2498389336012441
41555,161598,33,21,33,0.636184645965919
51954,161600,1,1,1,0.9999998615811622
34489,161602,15,0,15,0.0
21406,161604,256,66,256,0.2576497889891051
41424,161606,27,20,27,0.7405776660303042
26863,161608,13,2,13,0.15371196680730442
51903,161610,3,2,3,0.6664912590413711
51901,161612,2,0,2,0.0
41401,161614,8,2,8,0.2498389336012441
18891,161616,6,0,6,0.0
51826,161618,1,0,1,0.0
17626,161620,9,4,9,0.4442595805818986
20265,161622,7,1,7,0.14272700301519542
26865,161624,12983,8154,12983,0.6278722309822105
34484,161626,14,2,14,0.14272700301519542
41448,161630,13,1,13,0.07682399639082814
26866,161632,430,143,430,0.3323828803911827
3710,161634,64,18,64,0.28108275460027365
51809,161636,5,2,5,0.3998177488663529
32031,161638,1,0,1,0.0
41629,161640,2,0,2,0.0
41428,161642,4,1,4,0.2498389336012441
51838,161644,5,2,5,0.3998177488663529
32035,161646,2,0,2,0.0
10452,161650,6,0,6,0.0
22952,161652,21,8,21,0.38077172371512824
19725,161654,53,22,53,0.41491102965737653
51882,161656,1,0,1,0.0
17800,161658,546,217,546,0.3972538439880078
51876,161660,1,0,1,0.0
34412,161662,2,2,2,0.9999998615811622
24008,161666,11,4,11,0.36345741098923845
44249,161668,2,0,2,0.0
34390,161670,1,0,1,0.0
26696,161672,6,1,6,0.1665280591343614
30440,161674,306,132,306,0.43118829567775574
27571,161676,2,2,2,0.9999998615811622
34425,161678,1,0,1,0.0
44504,161680,9,2,9,0.22206758602924984
44427,161682,2,1,2,0.4998139765888565
26703,161684,2,0,2,0.0
16529,161686,2,0,2,0.0
41240,161688,1,1,1,0.9999998615811622
44133,161690,5,1,5,0.1998512227909431
44328,161708,1,1,1,0.9999998615811622
44468,161710,5,2,5,0.3998177488663529
41121,161712,1,0,1,0.0
34087,161720,16,4,16,0.2498389336012441
43869,161722,1,0,1,0.0
43829,161724,3,1,3,0.33315797184765045
52020,161730,4,2,4,0.4998139765888565
52024,161732,2,1,2,0.4998139765888565
52022,161734,3,0,3,0.0
19744,161738,2,0,2,0.0
41593,161752,5,3,5,0.5998177211825851
41564,161754,1,1,1,0.9999998615811622
41563,161756,43,24,43,0.5579547652994282
52034,161758,1,1,1,0.9999998615811622
43857,161760,9,3,9,0.33315797184765045
34440,161762,19,0,19,0.0
43775,161764,5,0,5,0.0
30473,161768,6,2,6,0.33315797184765045
34442,161770,10,0,10,0.0
41586,161772,85,33,85,0.3880539930921776
41213,161778,1,0,1,0.0
34429,161780,1,0,1,0.0
41572,161782,2,1,2,0.4998139765888565
41574,161784,2,0,2,0.0
26789,161786,6,0,6,0.0
30450,161788,10,2,10,0.1998512227909431
23991,161790,3,1,3,0.33315797184765045
27551,161792,2,0,2,0.0
23917,161794,10,1,10,0.09988844130711626
25618,161796,4,0,4,0.0
25619,161798,6,0,6,0.0
27554,161800,1,0,1,0.0
27557,161802,1,0,1,0.0
30714,161804,13,6,13,0.4613529946327322
30800,161806,3,1,3,0.33315797184765045
30643,161808,7,2,7,0.28554624175075455
45516,161810,10,5,10,0.4998139765888565
32556,161812,2,0,2,0.0
27547,161814,1,0,1,0.0
32559,161816,2,0,2,0.0
41325,161818,1,0,1,0.0
32548,161820,1,0,1,0.0
34131,161822,6,2,6,0.33315797184765045
45590,161824,1,0,1,0.0
41358,161826,6,0,6,0.0
23030,161830,17,7,17,0.4115816141517216
45576,161832,1,1,1,0.9999998615811622
45570,161834,6,4,6,0.6664912590413711
45365,161842,2,0,2,0.0
34124,161846,7,1,7,0.14272700301519542
14158,161852,9,2,9,0.22206758602924984
45545,161854,7,2,7,0.28554624175075455
43933,161864,3,0,3,0.0
41160,161872,1,1,1,0.9999998615811622
44509,161876,2,0,2,0.0
43759,161878,5,1,5,0.1998512227909431
44012,161882,6,1,6,0.1665280591343614
45325,161892,1,0,1,0.0
34109,161894,30,20,30,0.6664912590413711
45299,161896,14,3,14,0.2141330933803973
41153,161898,1,1,1,0.9999998615811622
45058,161904,3,1,3,0.33315797184765045
41338,161906,1,0,1,0.0
45091,161908,4,0,4,0.0
41346,161914,4,1,4,0.2498389336012441
20156,161916,1,0,1,0.0
13613,161918,11,0,11,0.0
16723,161920,17,10,17,0.588052177960162
4187,161922,67,22,67,0.3281835136079697
20786,161924,6,0,6,0.0
32742,161926,2,0,2,0.0
21778,161928,11,0,11,0.0
29970,161930,6,0,6,0.0
34043,161932,1,1,1,0.9999998615811622
32746,161934,2,1,2,0.4998139765888565
27623,161936,1,0,1,0.0
34026,161938,6,2,6,0.33315797184765045
21335,161940,6,0,6,0.0
22438,161942,6,0,6,0.0
41293,161944,13,3,13,0.2306125153875537
44607,161948,3,1,3,0.33315797184765045
44601,161950,102,61,102,0.5978567897504857
44835,161952,3,0,3,0.0
8448,161954,20,9,20,0.44981491596371714
8040,161956,13,4,13,0.3075206203912732
16323,161958,13,4,13,0.3075206203912732
34022,161962,1,0,1,0.0
39816,161964,2334,1014,2334,0.4342628921066804
6490,161966,130,76,130,0.5844320326087253
20865,161968,700,237,700,0.33839538948352443
44879,161970,1,0,1,0.0
32760,161972,1,0,1,0.0
20766,161974,5,1,5,0.1998512227909431
27616,161976,3,0,3,0.0
34020,161978,1,0,1,0.0
44806,161980,8,3,8,0.3748199009081829
45456,161984,2,0,2,0.0
41321,161986,4,2,4,0.4998139765888565
45354,161988,5,1,5,0.1998512227909431
41357,161990,14,10,14,0.714117610999824
27662,161998,1,0,1,0.0
44712,162000,30,2,30,0.06657392184605718
44706,162002,9,2,9,0.22206758602924984
25630,162004,1,0,1,0.0
22285,162006,9366,4489,9366,0.4791009211238433
34117,162008,1,0,1,0.0
34119,162010,4,2,4,0.4998139765888565
34121,162012,33,16,33,0.4846625489643992
44673,162022,2,0,2,0.0
41269,162042,37,13,37,0.3511737595710401
34111,162046,1,0,1,0.0
44966,162052,5,2,5,0.3998177488663529
44972,162054,1,1,1,0.9999998615811622
44980,162056,1,1,1,0.9999998615811622
34229,162058,4,1,4,0.2498389336012441
39781,162060,4,3,4,0.7498388643918251
32707,162062,1,0,1,0.0
44632,162064,2,0,2,0.0
44643,162066,2,1,2,0.4998139765888565
44613,162070,2,2,2,0.9999998615811622
44585,162072,4,0,4,0.0
44587,162074,2,1,2,0.4998139765888565
44592,162078,2,0,2,0.0
34212,162080,3,1,3,0.33315797184765045
4643,162082,561,290,561,0.516748127310137
44518,162084,1,0,1,0.0
34215,162086,1,1,1,0.9999998615811622
34217,162088,38,19,38,0.4998139765888565
34219,162090,2,1,2,0.4998139765888565
34220,162092,15,6,15,0.3998177488663529
34221,162094,1,0,1,0.0
